query_id;plan_id;stage_id;pipeline_id;dop;query_dop;operator_type;execution_time;add_input_wall_ms;get_output_wall_ms;finish_wall_ms;blocked_wall_ms;is_blocked_wall_ms;l_input_rows;r_input_rows;input_rows;raw_input_rows;output_rows;input_bytes;raw_input_bytes;output_bytes;output_per_input_rows;output_per_input_bytes;bytes_per_input_row;bytes_per_output_row;blocked_ratio;add_input_calls;get_output_calls;finish_calls;total_drivers;peak_mem;user_mem;revocable_mem;system_mem;spilled_bytes;physical_written_bytes;build_keys;null_build_keys;probe_keys;null_probe_keys;input_avg_rows_per_call;input_var_proxy;child_count;is_leaf;is_exchange_like;is_join;child_plan
85;0;0;1;1;64;LocalExchangeSourceOperator;0.037000;0.000;0.037;0.000;1410.000;0.000;1;0;1;0;1;9;0;9;1.000000;1.000000;9.000000;9.000000;0.999974;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;4
85;1;0;1;1;64;ExplainAnalyzeOperator;104.818000;0.004;104.730;0.084;0.000;0.000;1;0;1;0;1;9;0;7641;1.000000;849.000000;9.000000;7641.000000;0.000000;1;5;3;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;0
85;2;0;0;16;64;ExchangeOperator;0.003687;0.000;0.059;0.000;22570.000;0.059;1;0;1;1;1;9;31;9;1.000000;1.000000;9.000000;9.000000;0.999997;0;1;0;16;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;13
85;3;0;1;1;64;TaskOutputOperator;0.120000;0.113;0.000;0.007;0.000;0.000;1;0;1;0;1;7641;0;7641;1.000000;1.000000;7641.000000;7641.000000;0.000000;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;1
85;4;0;0;16;64;LocalExchangeSinkOperator;0.019375;0.055;0.000;0.255;0.000;0.000;1;0;1;0;1;9;0;9;1.000000;1.000000;9.000000;9.000000;0.000000;1;0;16;16;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;1;0;2
85;5;1;2;16;64;FilterProject;0.265875;0.249;2.160;1.846;0.000;3.866;64;0;64;0;64;3904;0;3904;1.000000;1.000000;61.000000;61.000000;0.000000;60;476;432;16;0;0;0;0;0;0;0;0;0;0;1.066667;67.128889;1;0;0;0;14
85;6;1;1;1;64;LocalExchangeSinkOperator;0.874000;0.000;0.869;0.005;1391.703;0.750;64;0;64;0;64;3904;0;3904;1.000000;1.000000;61.000000;61.000000;0.999372;0;121;1;1;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;7
85;7;1;2;16;64;LocalExchangeSourceOperator;0.472313;3.816;1.823;1.918;0.000;4.042;64;0;64;0;64;3904;0;3904;1.000000;1.000000;61.000000;61.000000;0.000000;60;432;448;16;0;0;0;0;0;0;0;0;0;0;1.066667;67.128889;1;0;1;0;5
85;8;1;1;1;64;Aggregation;1.595000;0.549;0.551;0.495;0.000;1.475;64;0;64;0;1;3904;0;64;0.015625;0.016393;61.000000;64.000000;0.000000;60;123;123;1;66560;256;0;0;0;0;0;0;0;0;1.066667;67.128889;1;0;0;0;6
85;9;1;0;16;64;LocalExchangeSinkOperator;0.029437;0.000;0.368;0.102;22456.123;0.456;1;0;1;0;1;64;0;64;1.000000;1.000000;64.000000;64.000000;0.999979;0;33;16;16;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;12
85;10;1;1;1;64;FilterProject;0.566000;0.006;0.273;0.287;0.000;1.053;1;0;1;0;1;64;0;64;1.000000;1.000000;64.000000;64.000000;0.000000;1;65;65;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;8
85;11;1;0;16;64;FilterProject;0.050500;0.007;0.386;0.415;0.000;0.847;1;0;1;0;1;64;0;32;1.000000;0.500000;64.000000;32.000000;0.000000;1;50;65;16;128;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;9
85;12;1;1;1;64;LocalExchangeSourceOperator;1.332000;0.085;0.274;0.973;0.000;0.603;1;0;1;0;1;64;0;64;1.000000;1.000000;64.000000;64.000000;0.000000;1;65;66;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;1;0;10
85;13;1;0;16;64;PartitionedOutput;0.072250;0.068;0.582;0.506;0.000;0.807;1;0;1;0;1;32;0;52;1.000000;1.625000;32.000000;52.000000;0.000000;1;65;81;16;16896;8192;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;11
85;14;1;2;16;64;ExchangeOperator;0.161812;0.000;2.489;0.101;22371.037;19.510;64;0;64;64;64;3904;5042;3904;1.000000;1.000000;61.000000;61.000000;0.999884;0;76;16;16;6528;15616;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;23
85;15;2;2;64;64;FilterProject;0.325781;1.790;12.430;6.630;0.000;12.430;7730246;0;7730246;0;7730246;244525950;0;244525950;1.000000;1.000000;31.632363;31.632363;0.000000;530;2535;2069;64;0;0;0;0;0;0;0;0;0;0;14585.369811;27974424012.648148;1;0;0;0;24
85;16;2;1;64;64;LocalExchangeSinkOperator;1.580625;0.000;100.910;0.250;19200.000;100.910;7730246;0;7730246;0;7730246;244513422;0;244513422;1.000000;1.000000;31.630743;31.630743;0.994759;0;13053;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;17
85;17;2;2;64;64;LocalExchangeSourceOperator;8.487031;527.350;7.310;8.510;0.000;7.310;7730246;0;7730246;0;7730246;244525950;0;244525950;1.000000;1.000000;31.632363;31.632363;0.000000;530;2069;2133;64;1216512;5628928;0;0;0;0;0;0;0;0;14585.369811;27974424012.648148;1;0;1;0;15
85;18;2;1;64;64;HashBuilderOperator;203.066719;11030.000;1690.000;276.270;3600.000;1690.000;7730246;0;7730246;0;0;244513422;0;0;0.000000;0.000000;31.630743;0.000000;0.216916;8480;13245;13181;64;42762496;553648128;0;0;0;0;7730246;0;0;0;911.585613;1760866325.743614;1;0;0;0;16
85;19;2;0;64;64;ExchangeOperator;58.127156;0.000;3720.000;0.138;8120.000;3720.000;20000000;0;20000000;20000000;20000000;1099911920;652152727;1099911920;1.000000;1.000000;54.995596;54.995596;0.685803;0;281;64;64;22462464;89874432;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;26
85;20;2;0;64;64;LookupJoinOperator;60.193594;2740.000;1110.000;2.390;34840.000;1110.000;20000000;0;20000000;0;7730246;1099911920;0;517133048;0.386512;0.470159;54.995596;66.897360;0.900435;217;8294;700;64;8431616;462422016;0;0;0;0;0;0;20000000;0;92165.898618;452335021516.367615;2;0;0;1;18,19
85;21;2;0;64;64;FilterProject;431.571250;19.810;27580.000;20.750;0.000;27580.000;7730246;0;7730246;0;7730246;517133048;0;185130308;1.000000;0.357994;66.897360;23.948825;0.000000;7658;15863;8269;64;4468992;12075264;0;0;0;0;0;0;0;0;1009.434056;1949776710.599791;1;0;0;0;20
85;22;2;0;64;64;PartialAggregation;2.130469;92.140;22.870;21.340;0.000;22.870;7730246;0;7730246;0;64;185130308;0;4160;0.000008;0.000022;23.948825;65.000000;0.000000;7658;8337;8337;64;66432;0;0;0;0;0;0;0;0;0;1009.434056;1949776710.599791;1;0;0;0;21
85;23;2;0;64;64;PartitionedOutput;0.178391;0.917;7.820;2.680;0.000;7.820;64;0;64;0;64;4160;0;5042;1.000000;1.212019;65.000000;78.781250;0.000000;64;743;807;64;17216;524288;0;0;0;0;0;0;0;0;1.000000;15.000000;1;0;0;0;22
85;24;2;2;64;64;ExchangeOperator;4.141094;0.000;264.790;0.240;29950.000;264.790;7730246;0;7730246;7730246;7730246;244525950;185600852;244525950;1.000000;1.000000;31.632363;31.632363;0.991229;0;594;64;64;8159232;20447232;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;29
85;25;3;0;64;64;TableScanOperator;5.540984;0.000;354.270;0.353;151.430;354.270;20000000;0;20000000;20000000;20000000;1126629776;192218907;1126629776;1.000000;1.000000;56.331489;56.331489;0.299237;0;4147;64;64;3920576;66593792;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
85;26;3;0;64;64;PartitionedOutput;30.945781;583.400;1390.000;7.130;8680.000;1390.000;20000000;0;20000000;0;20000000;0;0;652152727;1.000000;0.000000;0.000000;32.607636;0.814218;2012;2281;2345;64;28392192;102793216;0;0;0;0;0;0;0;0;9940.357853;69064009736.721848;1;0;0;0;25
85;27;4;0;64;64;TableScanOperator;338.908594;0.000;21690.000;0.150;407.800;21690.000;7730246;0;7730246;600037902;7730246;3190264248;11066461644;3190264248;1.000000;1.000000;412.698929;412.698929;0.018454;0;120627;64;64;93297344;248678784;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
85;28;4;0;64;64;FilterProject;16.955156;148.190;794.070;142.870;0.000;794.070;7730246;0;7730246;600037902;7730246;2944222044;11066461644;0;1.000000;0.000000;380.870420;0.000000;0.000000;60260;120691;60495;64;2176;81920;0;0;0;0;0;0;0;0;128.281547;248756069.054054;1;0;0;0;27
85;29;4;0;64;64;PartitionedOutput;24.564688;607.880;819.740;144.520;0.000;819.740;7730246;0;7730246;0;7730246;0;0;185600852;1.000000;0.000000;0.000000;24.009695;0.000000;60260;60509;60573;64;1505280;46186496;0;0;0;0;0;0;0;0;128.281547;248756069.054054;1;0;0;0;28
86;0;0;1;1;96;LocalExchangeSourceOperator;0.055000;0.000;0.055;0.000;1640.000;0.000;1;0;1;0;1;9;0;9;1.000000;1.000000;9.000000;9.000000;0.999966;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;4
86;1;0;1;1;96;ExplainAnalyzeOperator;104.987000;0.005;104.890;0.091;0.000;0.000;1;0;1;0;1;9;0;7636;1.000000;848.444444;9.000000;7636.000000;0.000000;1;5;3;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;0
86;2;0;0;16;96;ExchangeOperator;0.004000;0.000;0.064;0.000;26270.000;0.064;1;0;1;1;1;9;31;9;1.000000;1.000000;9.000000;9.000000;0.999998;0;1;0;16;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;13
86;3;0;1;1;96;TaskOutputOperator;0.139000;0.132;0.000;0.007;0.000;0.000;1;0;1;0;1;7636;0;7636;1.000000;1.000000;7636.000000;7636.000000;0.000000;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;1
